title,artists,artist_nationality,genre,object_type,height,width,area,seller,seller_type,buyer,buyer_type,buyer_address,coordinates,purchase_date,sale_date,purchase_price,sale_price
"""Girl with Violin""","MATISSE, HENRI",French,Genre,Painting,28.75,23.75,682.8125,"Wertheim, Maurice",Collector,"Lewis, Elizabeth Sanford",Collector,"12 E. 73rd St., New York, NY, USA","40.772849,-73.966169",1947-01-13,1948-08-02,2000,12500
A quoi revent les jeunes filles,"SAINTIN, JULES ÉMILE",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Huntington, Collis P.",Collector,"65 Park Ave., New York, NY, USA","40.749603,-73.979503",1875-01-13,1875-10-10,3125,3000
"""La Faneuse""","PISSARRO, CAMILLE",French,Genre,Painting,29,23.5,681.5,"Lippmann-Wulf, Lilli",Collector,"Lippmann-Wulf, Lilli",Collector,"28 E. 73rd St., New York, NY, USA","40.772487,-73.965523",1947-02-02,1948-10-04,1830,2766.66
Le Vesuve,"CAMPRIANI, ALCESTE",Italian,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Tooker, Gabriel Mead",Collector,"19 Lafayette Place, New York, NY, USA","40.730689,-73.990414",1875-01-13,1875-09-09,275,350
Le pont de la paille a Venise,"MOUCHET, FRANÇOIS NICOLAS",French,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Tooker, M.A.",Collector,"19 Lafayette Place, New York, NY, USA","40.730689,-73.990414",1875-01-13,1875-07-07,1125,1400
"""Hunters in Mere Hall Park""","CLOWES, DANIEL (1774)",British,Genre,Painting,26.75,36,963,Frost & Reed,Dealer,"Richard, Helen Menken",Collector,"2 E. 78th St., New York, NY, USA","40.776309,-73.964227",1947-05-05,1948-10-06,205,400
"""The Pantheon, Rome""","BELLOTTO, BERNARDO (CANALETTO)",Italian,Landscape,Painting,27.25,43.25,1178.5625,Frost & Reed,Dealer,"Minton, Robert H.",Collector,"944 Park Ave., New York, NY, USA","40.777233,-73.959488",1947-05-05,1951-06-06,600,1200
"""Portrait of Washington Irving""; Portrait of Washington Irving","HARDING, CHESTER",American,Portrait,Painting,36.25,31.25,1132.8125,"Weitzner, Julius H.",Dealer,"Weitzner, Julius H.",Dealer,"958 Madison Ave., New York, NY, USA","40.773928,-73.96399",1947-07-07,1957-01-13,375,325
"""The Jester""; The jester","PICASSO, PABLO",Spanish,Genre,Sculpture,16,14,224,Buchholz Gallery (Curt Valentin),Dealer,Curt Valentin Gallery,Dealer,"32 E. 57th St., New York, NY, USA","40.763602,-73.975269",1947-10-10,1955-05-05,1200,2175
"""Commodore Trinnion & Jack Hatchway""; Commodore Trinnion and Jack Hatchway","EDMONDS, FRANCIS WILLIAM",American,Portrait,Painting,25.5,22,561,"Spark, Victor David",Dealer,The Antique Man,Dealer,"407 W. 44th St., New York, NY, USA","40.759868,-73.991779",1947-10-10,1969-11-11,400,12000
Le Dejeuner,"CHAVET, VICTOR JOSEPH",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Adee, David",Collector,"120 Broadway, New York, NY, USA","40.708497,-74.011041",1875-01-13,1875-05-05,112.5,75
Oct. Vaux de Cernay; Vaux de Cernay,"GOSSELIN, ALBERT",French,Landscape,Painting,18.125,24.125,437.265625,Knoedler's,Dealer,"Smith, Richard B.",Collector,"Barnard-Central Park West corner 71st, New York, NY, USA","40.74079,-73.983812",1900-02-02,1903-03-03,1000,400
"""Four Dancing Girls""","DEGAS, HILAIRE GERMAIN EDGAR",French,Genre,Pastel,36,28,1008,"Young, (Howard), Galleries, Inc.",Dealer,"Hillman Periodicals, Inc.",Collector,"535 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1947-12-12,1950-01-07,15000,18000
Clownness,"ROUAULT, GEORGES",French,Genre,Painting,9,10,90,"Lippmann-Wulf, Lilli",Collector,"Milliken, Agnes Gayley",Collector,"723 Park Ave., New York, NY, USA","40.769864,-73.964658",1948-01-13,1949-08-12,1650,2000
Port of a Girl,"ROUAULT, GEORGES",French,Portrait,Painting,23,17.25,396.75,Buchholz Gallery (Curt Valentin),Dealer,"Rogers, Millicent Huttleston",Collector,"41 E. 42nd St., New York, NY, USA","40.752784,-73.979799",1948-01-13,1949-07-02,3250,6500
Les Couturieres,"VUILLARD, EDOUARD",French,Genre,Painting,10.25,7.75,79.4375,"Dereppe, Gabriel",Dealer,"Stralem, Donald Sigmund",Collector,"941 Park Ave., New York, NY, USA","40.776986,-73.959453",1948-03-03,1948-12-08,750,1750
do [Landscape],"COCK, CÉSAR DE",Belgian,Landscape,Painting,,,,"Goupil Gallery, Ltd.",Dealer,"Harper, Joseph Abner",Collector,"234 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1875-01-13,1875-05-05,336,400
Girl with Turban,"ROUAULT, GEORGES",French,Genre,Painting,13,9.5,123.5,"Lippmann-Wulf, Lilli",Collector,"Colin, Georgia Talmey",Collector,"941 Park Ave., New York, NY, USA","40.776986,-73.959453",1948-04-04,1949-01-01,1700,3000
Mountains,"BIERSTADT, ALBERT",American,Landscape,Painting,13.5,19,256.5,"Thomas, Ralph W.",Collector,"Steiner, Julius",Collector,"535 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1948-05-05,1949-03-10,17.5,250
"""Rocky Mountain Bighorn Sheep""; Mountain Goat","BIERSTADT, ALBERT",American,Animals,Painting,13.5,19,256.5,"Thomas, Ralph W.",Collector,Hirschl & Adler Galleries,Dealer,"21 E. 67th St, New York, NY, USA","40.768773,-73.968315",1948-05-05,1972-01-13,17.5,975
"""Mountains""; Mountains","BIERSTADT, ALBERT",American,Landscape,Painting,11,15,165,"Thomas, Ralph W.",Collector,Hirschl & Adler Galleries,Dealer,"21 E. 67th St, New York, NY, USA","40.768773,-73.968315",1948-05-05,1972-01-13,17.5,975
"""Moose""; Moose","BIERSTADT, ALBERT",American,Animals,Painting,12.75,18.375,234.28125,"Thomas, Ralph W.",Collector,Hirschl & Adler Galleries,Dealer,"21 E. 67th St, New York, NY, USA","40.768773,-73.968315",1948-05-05,1972-01-13,17.5,975
"""Horse""; Horse","BIERSTADT, ALBERT",American,Animals,Painting,13.375,18.75,250.78125,"Thomas, Ralph W.",Collector,Hirschl & Adler Galleries,Dealer,"21 E. 67th St, New York, NY, USA","40.768773,-73.968315",1948-05-05,1972-01-13,17.5,975
"""Horse""; Horse","BIERSTADT, ALBERT",American,Animals,Painting,10.5,13.375,140.4375,"Thomas, Ralph W.",Collector,Hirschl & Adler Galleries,Dealer,"21 E. 67th St, New York, NY, USA","40.768773,-73.968315",1948-05-05,1972-01-13,17.5,975
"""Mare""; Mare","BIERSTADT, ALBERT",American,Animals,Painting,13.75,19.25,264.6875,"Thomas, Ralph W.",Collector,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1948-05-05,1972-01-13,17.5,2437.5
"""Horse""; Horse","BIERSTADT, ALBERT",American,Animals,Painting,13.375,18.75,250.78125,"Thomas, Ralph W.",Collector,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",1948-05-05,1972-01-13,17.5,2437.5
"Mt Vistah, Utah","BIERSTADT, ALBERT",American,Landscape,Painting,8,18.75,150,"Thomas, Ralph W.",Collector,"Suhr, William",Collector,"50 E. 50th St., New York, NY, USA","40.757594,-73.975269",1948-05-05,1949-04-11,17.5,175
"""Portrait of Mrs. Nathaniel Gardner""; Port of Mrs Nathaniel Gardner; Port of Mrs. Nathaniel Gardner","[AMERICAN]; EARL, RALPH; JOHNSTON, JOHN R.",American,Portrait,Painting,30,25,750,"Duveen, Albert",Dealer,"Duveen, Albert",Dealer,"59 E. 80th St., New York, NY, USA","40.776857,-73.961212",1948-05-05,1961-04-04,1000,1000
Still Life,"PEALE, JAMES",American,Still Life,Painting,20,26.5,530,"Duveen, Albert",Dealer,"Gill, Robert Lee",Collector,"66 E. 79th St., New York, NY, USA","40.776048,-73.96179",1948-05-05,1951-02-02,260,750
Coquillages sur un Piano,"PICASSO, PABLO",Spanish,Still Life,Painting,16,9.5,152,Fine Arts Associates,Dealer,"Ordway, Katharine",Collector,"40 Central Park South, New York, NY, USA","40.765315,-73.975438",1948-06-06,1948-08-09,900,2800
Port de Clovis Sagot,"PICASSO, PABLO",Spanish,Portrait,Painting,32,26,832,Fine Arts Associates,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1948-06-06,1948-10-02,5800,10200
"Bouteille d'Anis del Mono, Verre, Carte a Jouer sur un Gueridon","PICASSO, PABLO",Spanish,Still Life,Painting,17.75,21.5,381.625,Fine Arts Associates,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1948-06-06,1948-10-08,700,2500
Still Life,"BRAQUE, GEORGES",French,Still Life,Painting,19.5,23.875,465.5625,Fine Arts Associates,Dealer,"Bragaline, Edward A.",Collector,"509 Madison Ave., New York, NY, USA","40.759579,-73.974337",1948-06-06,1948-10-10,1600,5500
On the Table,"BRAQUE, GEORGES",French,Still Life,Painting,23.5,45.625,1072.1875,Fine Arts Associates,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1948-06-06,1948-09-09,3540,12000
"[""The Parrot"" title info from Sales Book 3, 1874-1879, f. 58]","PINCHART, AUGUSTE",French,Animals,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Munoz, J.W.",Collector,"452 W. 23rd St., New York, NY, USA","40.736298,-73.977617",1875-01-13,1875-05-05,450,475
Table and Compotier,"GRIS, JUAN",Spanish,Still Life,Painting,29,36,1044,Fine Arts Associates,Dealer,"Rockefeller, Nelson Aldrich",Collector,"30 Rockefeller Plaza, New York, NY, USA","40.758786,-73.978802",1948-06-06,1949-02-03,2000,7500
Arleux vu des Marais de Palluel,"COROT, JEAN BAPTISTE CAMILLE",French,Landscape,Painting,12.625,17,214.625,"French Art Galleries, Inc.",Dealer,"Richard, George N.",Collector,"885 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1948-06-06,1949-05-11,2500,3750
Distant view of Deauville; Distant View of Deauville,"BOUDIN, EUGÈNE LOUIS",French,Landscape,Painting,19.75,29,572.75,"Coe, Ralph M.",Collector,Hirschl & Adler Galleries,Dealer,"270 Park Ave., New York, NY, USA","40.755686,-73.975226",1948-07-07,1956-02-02,1800,3500
Little Girl in Red,"CASSATT, MARY",American,Genre,Pastel,25,21.5,537.5,"Weil, (André), Galerie",Dealer,"Richard, George N.",Collector,"885 Park Ave., New York, NY, USA","40.774958,-73.961013",1948-07-07,1949-01-11,2000,6000
Children of the Earl of Pomfret; Children of the Earl of Pompret,"HOGARTH, WILLIAM",British,Portrait,Painting,25.25,30,757.5,Agnew's,Dealer,"Brandt, Mortimer",Dealer,"11 E. 57th St., New York, NY, USA","40.76317,-73.974181",1948-07-07,1954-12-12,1400,5000
Jardin,"POUGNY, JEAN",French,Landscape,Painting,13,6,78,"Pougny, Jean",Artist,"Heminway, John Hylan",Collector,"983 Park Ave., New York, NY, USA","40.778332,-73.958484",1948-10-02,1949-02-09,156.36363636363637,350
Modele dans l'atelier,"POUGNY, JEAN",French,Genre,Painting,7,6,42,"Pougny, Jean",Artist,"Isles, Philip",Collector,"4 E. 66th St., New York, NY, USA","40.768543,-73.969794",1948-10-01,1949-04-06,156.36363636363637,350
"""Nature Morte aux Prunes""; Nature morte aux prunes; Nature morte aux Prunes","GRIMM, PIERRE",Russian,Still Life,Painting,25,32,800,"Grimm, Pierre",Artist,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1948-10-03,1961-12-12,62.35294117647059,1057.615
Barque en Bretagne; Barque en Bretange,"GRIMM, PIERRE",Russian,Landscape,Painting,19.75,25.5,503.625,"Grimm, Pierre",Artist,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1948-10-09,1954-10-06,62.35294117647059,51
"Place Edgar Quient, Paris","GRIMM, PIERRE",Russian,Landscape,Painting,18,21.75,391.5,"Grimm, Pierre",Artist,"Petrov, Basil",Collector,"344 E. 58th St., New York, NY, USA","40.759505,-73.963596",1948-10-01,1949-04-09,62.35294117647059,30
Flask & Glass; Flask and glass,"GRIS, JUAN",Spanish,Still Life,Painting,18,15,270,Fine Arts Associates,Dealer,Saidenberg Gallery,Dealer,"10 E. 77th St., New York, NY, USA","40.775493,-73.964513",1948-12-12,1952-02-02,1500,3000
La Nappe blanche,"GAUGUIN, PAUL",French,Still Life,Painting,21.375,22.75,486.28125,"19th and 20th Century French Art, Inc. (Sam Salz)",Dealer,City Bank-Farmers Trust Company,Collector,"22 William St., New York, NY, USA","40.705458,-74.009892",1948-10-10,1949-01-09,10000,21000
The retreat; The Retreat,"RANNEY, WILLIAM",American,Genre,Painting,30.5,48.5,1479.25,"Levy, (John), Galleries",Dealer,"Trevor, Bronson",Collector,"953 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1949-02-02,1957-05-05,2500,7500
"Dinard 21 August, 1928","PICASSO, PABLO",Spanish,Abstract,Painting,6.625,8.5,56.3125,"Balay, Roland",Dealer,"Milliken, Agnes Gayley",Collector,"723 Park Ave., New York, NY, USA","40.769864,-73.964658",1949-03-03,1949-08-06,600,1600
Easthampton beach; Easthampton Beach,"WEIR, JOHN FERGUSON",American,Landscape,Painting,20.25,33.5,678.375,"Levy, (John), Galleries",Dealer,"Kennedy Galleries, Inc.",Dealer,"785 Fifth Ave., New York, NY, USA","40.764068,-73.973999",1949-03-03,1957-04-04,250,450
Basilique De Lourdes,"DEMONCHY, ANDRÉ",French,Landscape,Painting,19.5,24,468,"Charell, Ludwig",Dealer,"Young & Rubicam, Inc.",Collector,"285 Madison Ave., New York, NY, USA","40.751692,-73.980041",1949-04-04,1949-11-05,3724,375
Vase des fleurs; Vase des Fleurs,"DEMONCHY, ANDRÉ",French,Still Life,Painting,18,15,270,"Charell, Ludwig",Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1949-04-04,1954-10-06,3724,19.63
Studio,"AMADO Y BERNADET, RAMON",Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Davis, Noah",Collector,"44 W. 56th St., New York, NY, USA","40.762819,-73.975563",1875-01-13,1875-05-05,175,50
Angely,"DEMONCHY, ANDRÉ",French,Landscape,Painting,8.5,10.5,89.25,"Charell, Ludwig",Dealer,"Hammerstein, Dorothy Blanchard",Collector,"10 E. 63rd St., New York, NY, USA","40.766455,-73.970784",1949-04-04,1949-12-10,3724,112.5
Tour de L'Horloge,"DEMONCHY, ANDRÉ",French,Landscape,Painting,9.5,7.5,71.25,"Charell, Ludwig",Dealer,"Ross, Arthur",Collector,"935 Park Ave., New York, NY, USA","40.77682,-73.959597",1949-04-04,1949-11-07,3724,100
La Moisson,"DEMONCHY, ANDRÉ",French,Genre,Painting,,,,"Charell, Ludwig",Dealer,"Charell, Ludwig",Dealer,"40 E. 63rd St., New York, NY, USA","40.765906,-73.969408",1949-04-04,1949-04-07,1862,100
Voiture,"AMADO Y BERNADET, RAMON",Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Valentine, Lawson",Collector,"Chambers St., New York, NY, USA","40.713135,-74.004059",1875-01-13,1875-05-05,37.5,75
Incident on the Chagres River,"NAHL, CHARLES CHRISTIAN",American,Genre,Painting,27,37,999,"Spark, Victor David",Dealer,"Thomas J. Gannon, Inc.",Dealer,"555 Madison Ave., New York, NY, USA","40.761091,-73.973166",1949-04-04,1953-02-02,850,2200
Bouquet de fleurs; Bouquet de Fleurs,"PISSARRO, CAMILLE",French,Still Life,Painting,32,26,832,Fine Arts Associates,Dealer,"Bernhard, Richard Jacques",Collector,"120 Broadway, New York, NY, USA","40.708497,-74.011041",1949-04-04,1951-12-12,5000,17000
Italian Landscape,"SANTORO, RUBENS",Italian,Landscape,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Tooker, M.A.",Collector,"19 Lafayette Place, New York, NY, USA","40.730689,-73.990414",1875-01-13,1875-07-07,87.05,150
Flowers,"FANTIN-LATOUR, HENRI",French,Still Life,Painting,12.5,18.5,231.25,Fine Arts Associates,Dealer,"Gunzburg, Lucie de, Baroness",Collector,"Hotel Carlyle 35 E. 76th St., New York, NY, USA","40.775045,-73.965148",1949-05-05,1950-01-03,1250,1900
Flowers,"FANTIN-LATOUR, HENRI",French,Still Life,Painting,17.25,14.5,250.125,Fine Arts Associates,Dealer,"Gunzburg, Lucie de, Baroness",Collector,"Hotel Carlyle 35 E. 76th St., New York, NY, USA","40.775045,-73.965148",1949-05-05,1950-01-10,1250,1900
In Rome,"SANTORO, RUBENS",Italian,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Tomes, Francis",Collector,"6 Maiden Lane, New York, NY, USA","40.70964,-74.009797",1875-01-13,1875-05-05,50,40
"""Lake in the Yosemite""; Lake in the Yosemite","HILL, THOMAS",American,Landscape,Painting,14.25,21,299.25,"Spark, Victor David",Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1949-04-04,1972-01-13,15,2800
"""Yosemite Valley""; Yosemite Valley","HILL, THOMAS",American,Landscape,Painting,14.25,21,299.25,"Spark, Victor David",Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1949-04-04,1972-01-13,15,2800
J. Madison 4th President of the U.S. with his wife & 3 children,"EARL, RALPH",American,Portrait,Painting,24,35.75,858,Sotheby's,Dealer,"Ryan, John Barry Jr.",Collector,"18 W. 10th St., New York, NY, USA","40.733595,-73.995932",1928-12-12,1931-10-03,78.2,1500
"""Yosemite Falls""; Yosemite falls; Yosemite Falls","HILL, THOMAS",American,Landscape,Painting,30,20,600,"Levy, (John), Galleries",Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1949-05-05,1972-01-13,175,1100
View of California,"BROWERE, ALBERTUS D.O.",American,Landscape,Painting,35,50,1750,"Levy, (John), Galleries",Dealer,"Thomas J. Gannon, Inc.",Dealer,"555 Madison Ave., New York, NY, USA","40.761091,-73.973166",1949-05-05,1953-06-06,200,650
Dans un Parc,"MONET, CLAUDE",French,Landscape,Painting,23.75,31.5,748.125,Fine Arts Associates,Dealer,"Vogel, Edwin C.",Collector,"1 Park Ave., New York, NY, USA","40.747144,-73.981361",1949-05-05,1949-06-05,16000,31500
Shipping Near Auvers,"BOUDIN, EUGÈNE LOUIS",French,Genre,Painting,15.125,21.25,321.40625,Sotheby's,Dealer,"Troy, Carl E.",Collector,"730 Park Ave., New York, NY, USA","40.770303,-73.964584",1949-08-08,1951-02-02,420,2200
Still Life: Flowers,"BRAQUE, GEORGES",French,Still Life,Painting,25.5,18.25,465.375,Galerie Maeght,Dealer,"Allen, Frederic Stevens",Collector,"39 Broadway, New York, NY, USA","40.70518,-74.013957",1949-08-08,1950-01-10,3680,7000
Still Life-Roses,"FANTIN-LATOUR, HENRI",French,Still Life,Painting,14.75,13,191.75,"Levy, (John), Galleries",Dealer,"Rockefeller, David",Collector,"146 E. 75th St., New York, NY, USA","40.772529,-73.961304",1950-02-02,1951-01-13,1000,3750
Eigensinn,"HÜBNER, CARL WILHELM",German,Genre,Painting,,,,"Conzen, Leopold",Dealer,"Brown, Augustus L.",Collector,"514 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1875-01-13,1875-05-05,360,210
Red roses and blue bowl; Red Roses and Blue Bowl,"AVERY, MILTON",American,Still Life,Painting,50,36,1800,Durand-Ruel,Dealer,"Chrysler, Walter Percy, Jr.",Collector,"405 Lexington Ave., New York, NY, USA","40.752153,-73.975451",1950-02-02,1957-08-08,152.94117647058823,450
Still life with palette; Still Life with Palette,"AVERY, MILTON",American,Still Life,Painting,36,28,1008,Durand-Ruel,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",1950-02-02,1954-01-13,152.94117647058823,157
Card game; Card Game,"AVERY, MILTON",American,Genre,Painting,50,34,1700,Durand-Ruel,Dealer,"Sprayregen, Morris",Collector,"812 Park Ave., New York, NY, USA","40.773019,-73.962619",1950-02-02,1956-06-06,152.94117647058823,550
"""Gaspe Village by the Sea""; Gaspe village by the sea; Gaspe Village by the Sea","AVERY, MILTON",American,Landscape,Painting,44,32,1408,Durand-Ruel,Dealer,"Leader, S.D., Mrs.",Collector,"101 Central Park West, New York, NY, USA","40.774909,-73.976912",1950-02-02,1959-05-05,152.94117647058823,800
Black tree with yellow sky; Black Tree with Yellow Sky,"AVERY, MILTON",American,Landscape,Painting,40,36,1440,Durand-Ruel,Dealer,"Boulton, Henry S., Mrs.",Collector,"110 East End Ave., New York, NY, USA","40.774008,-73.9456",1950-02-02,1957-06-06,152.94117647058823,500
Gaspe landscape; Gaspe Landscape,"AVERY, MILTON",American,Landscape,Painting,40,32,1280,Durand-Ruel,Dealer,"Chrysler, Walter Percy, Jr.",Collector,"405 Lexington Ave., New York, NY, USA","40.752153,-73.975451",1950-02-02,1957-08-08,152.94117647058823,450
Paysage du Vanchuse; Paysage du Vaucluse,"BUFFET, BERNARD",French,Landscape,Painting,19.5,25.5,497.25,Galerie Drouant-David,Dealer,Kleemann Galleries,Dealer,"11 E. 68th St., New York, NY, USA","40.76974,-73.968464",1950-07-07,1955-01-04,94.54545454545455,81
Nature morte lampe tempete; Nature-Morte bleue lampe tempête,"BUFFET, BERNARD",French,Still Life,Painting,19.5,28.75,560.625,Galerie Drouant-David,Dealer,"Lavigne, René",Collector,"57 W. 55th St., New York, NY, USA","40.762508,-73.976274",1950-07-07,1954-11-11,94.54545454545455,200
Modele nu au chevalet; Modéle nu au chevalet,"BUFFET, BERNARD",French,Genre,Painting,39.5,25.5,1007.25,Galerie Drouant-David,Dealer,"Lavigne, René",Collector,"57 W. 55th St., New York, NY, USA","40.762508,-73.976274",1950-07-07,1955-01-13,94.54545454545455,400
Paysage,"CHAGALL, MARC",Russian,Landscape,Painting,38.25,32,1224,"Knyazev, Mme Boris",Collector,"Serger, Frederick",Artist,"130 W. 57th St., New York, NY, USA","40.764743,-73.977795",1950-07-07,1953-02-02,875,1200
Grand nu,"LA FRESNAYE, ROGER DE",French,Genre,Sculpture,46.5,9.75,453.375,Galerie Maeght,Dealer,"Rubenstein, Helena",Collector,"625 Park Ave., New York, NY, USA","40.766769,-73.966921",1950-08-08,1951-04-04,715,2800
Nature Morte au Cerises,"DERAIN, ANDRÉ",French,Still Life,Painting,7.5,9.5,71.25,"Bignou, (Étienne), Galerie",Dealer,"Woodward, Ann Crowell",Collector,"111 E. 73rd St., New York, NY, USA","40.771672,-73.962967",1950-08-08,1951-05-11,300,500
Holl. market,"HAANEN, CECIL VAN",Austrian,Genre,Painting,,,,"Conzen, Leopold",Dealer,"Burrill, John E.",Collector,"68 William St., New York, NY, USA","40.707339,-74.008645",1875-01-13,1875-05-05,63,55
Petunias,"FANTIN-LATOUR, HENRI",French,Still Life,Painting,,,,"Reid, (Alex), and Lefevre, Ltd.",Dealer,"Nugent-Head, Ruth Kresge",Collector,"125 E. 74th St., New York, NY, USA","40.772096,-73.962127",1950-08-08,1950-11-02,2380,4800
Sunset over a western lake; Sunset over a Western Lake,"BIERSTADT, ALBERT",American,Landscape,Painting,18.25,24,438,"Spark, Victor David",Dealer,"Trevor, Bronson",Collector,"953 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1950-08-08,1954-03-03,500,1500
Portrait,"HASENCLEVER, JOHANN PETER",German,Portrait,Painting,,,,"Conzen, Leopold",Dealer,"Butler, Theron R.",Collector,"433 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1875-01-13,1875-03-03,510,510
Marseilles,"BUFFET, BERNARD",French,Landscape,Painting,19.75,25.5,503.625,Galerie Drouant-David,Dealer,Kleemann Galleries,Dealer,"65 E. 57th St., New York, NY, USA","40.764284,-73.977279",1950-10-10,1951-05-05,50,187.05
Tambourine dancer; Tambourine Dancer,"RENOIR, PIERRE AUGUSTE",French,Genre,Sculpture,,,,Buchholz Gallery (Curt Valentin),Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1950-11-11,1956-02-02,300,710
Landscape with Farm,"MOSES, ANNA MARY ROBERTSON",American,Landscape,Painting,18.5,23.5,434.75,"Elkins, Elizabeth C. Norris",Collector,"Roberts, George",Collector,"40 Wall St., New York, NY, USA","40.706621,-74.009961",1950-12-12,1950-12-12,300,600
Western stagecoach; Western Stagecoach,"WYETH, NEWELL CONVERS",American,Landscape,Painting,37,26,962,"Levy, (John), Galleries",Dealer,"Douglas, Lewis Williams",Collector,"1740 Broadway, New York, NY, USA","40.76508,-73.982057",1951-01-13,1954-02-02,200,950
The Black Table,"POUGNY, JEAN",French,Still Life,Painting,7.25,12.25,88.8125,"Pougny, Jean",Artist,"Schupf, Mozes S.",Collector,"580 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1951-01-13,1951-07-07,225,333.33
In the garden; In the Garden,"POUGNY, JEAN",French,Genre,Painting,10,14.25,142.5,"Pougny, Jean",Artist,"Gordon, Donald",Collector,"406 W. 57th St., New York, NY, USA","40.767926,-73.985884",1951-01-13,1954-02-02,225,300
"""The White Table""; The white table; The White Table","POUGNY, JEAN",French,Still Life,Painting,24,5,120,"Pougny, Jean",Artist,"Schupf, M.",Collector,"580 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1951-01-13,1962-04-04,225,1500
On the Sand,"POUGNY, JEAN",French,Genre,Painting,17.375,5.75,99.90625,"Pougny, Jean",Artist,"Schupf, Mozes S.",Collector,"580 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1951-01-13,1951-07-07,225,333.33
Still Life,"PICASSO, PABLO",Spanish,Still Life,Painting,25.5,36.25,924.375,Kleemann Galleries,Dealer,"Hillman Periodicals, Inc.",Collector,"535 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1951-03-03,1951-03-03,2800,5000
Carnaval de Nice,"MATISSE, HENRI",French,Genre,Painting,29,39.5,1145.5,"Weil, (André), Galerie",Dealer,Ward Eggleston Galleries,Dealer,"161 W. 57th St., New York, NY, USA","40.765122,-73.978476",1951-09-08,1951-11-11,7980,13500
Georges Moore au café; Georges Moore au Café,"MANET, EDOUARD",French,Portrait,Painting,25.5,32,816,"Feilchenfeldt, Walter",Dealer,"Hines, Mary Elizabeth Borden",Collector,"237 E. 61st St., New York, NY, USA","40.762523,-73.965009",1951-03-03,1954-10-04,10000,20000
Le Bouquet mauve,"CHAGALL, MARC",Russian,Genre,Painting,11,16,176,Galerie Maeght,Dealer,"Pease, Perry Rodgers",Collector,"145 E. 54th St., New York, NY, USA","40.759043,-73.970454",1945-04-01,1951-05-05,2750,1250
The bouquet; The Bouquet,"PICASSO, PABLO",Spanish,Genre,Painting,15,18.25,273.75,Fine Arts Associates,Dealer,Perls Galleries,Dealer,"32 E. 58th St., New York, NY, USA","40.762964,-73.971869",1951-05-05,1953-05-05,2200,2400
"Monabass, Sierra Nevada","KEITH, WILLIAM",American,Landscape,Painting,40.25,72.25,2908.0625,John Nicholson Gallery,Dealer,John Nicholson Gallery,Dealer,"69 E. 57th St., New York, NY, USA","40.764319,-73.977342",1951-06-06,1952-05-05,100,400
Luxembourg Gardens,"PRENDERGAST, MAURICE BRAZIL",American,Landscape,Painting,10.5,13.5,141.75,E. and A. Milch,Dealer,E. and A. Milch,Dealer,"55 E. 57th St., New York, NY, USA","40.76414,-73.976238",1951-08-08,1954-02-02,350,366.67
